Fuente,Opinion,Fecha,Etiqueta
TikTok,"definitivamente la ia es un excelente apoyo para comprender temas dificiles, pero la logica y el razonamiento deben ser propios",6/21/2026,2
TikTok,"definitivamente es perjudicial cuando los alumnos usan chatgpt para evitar pensar, perdiendo habilidades criticas para su carrera",6/22/2026,0
TikTok,"utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia en la actualidad",6/23/2026,2
TikTok,"siento que estamos en una transicion importante y la educacion tiene que cambiar si o si Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",6/23/2026,0
TikTok,"muchos aprueban materias copiando todo, lo cual devalua el esfuerzo de los estudiantes que si investigan",6/24/2026,1
TikTok,definitivamente integrar la inteligencia artificial en el aula preparara mejor a los universitarios para el mercado laboral actual,6/24/2026,0
TikTok,"copiar y pegar de la ia no te hace aprender nada, solo te enganas a ti mismo como estudiante",6/26/2026,1
TikTok,la universidad de guayaquil deberia actualizar su malla curricular e incluir estas nuevas tecnologias en la actualidad,6/26/2026,2
TikTok,definitivamente las universidades deben implementar normativas claras sobre el uso etico de estas herramientas tecnologicas,6/26/2026,0
TikTok,muy cierto muchos de los abanderados utilizaron la ia. simplemente escuche de mi hija decir. .. prefiero sacarme mis notas segun mi capacidad y no aprentar la mejor y despues bo patunar en la universidad,6/26/2026,2
TikTok,"tecnologia cifras ecuador, el 64 de los estudiantes ya utiliza inteligencia artificial en sus actividades academicas y ocho de cada diez lo hace al menos una vez por semana, segun un informe global de pearson elaborado con la opinion de mas de 1.000 docentes de colegios, institutos y universidades de distintos paises.",6/27/2026,2
TikTok,las universidades deberian actualizar sus reglamentos para definir claramente que es plagio con ia y que no,6/27/2026,1
Facebook,"yo lo utilizo para aprender ascentos idiomas cocina vocabulario y escritura es una herramienta poderosa que si lo utilizas de una buena forma te sirve para todo,saludos",6/27/2026,2
Facebook,"es perjudicial cuando los alumnos usan chatgpt para evitar pensar, perdiendo habilidades criticas para su carrera segun mi experiencia",6/28/2026,0
Facebook,chat jpt se graduo ante des estudiantes del promo 2025,6/28/2026,0
Facebook,definitivamente los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial,6/29/2026,2
Facebook,"es una maravilla para sintetizar articulos cientificos extensos, ahorrando tiempo valioso en la investigacion en la actualidad",6/29/2026,2
Facebook,"es perjudicial cuando los alumnos usan chatgpt para evitar pensar, perdiendo habilidades criticas para su carrera en la actualidad",6/30/2026,0
Facebook,"en todo el mundo es asi, antes de que exista la ia muchas veces pasaba que de dos tareas se copiaban todo el curso. Me preocupa mucho que los estudiantes pierdan la capacidad de razonamiento logico.",7/1/2026,0
Facebook,nayely naichapiithayli zhuzhingo por ejemplos mis amigas ellas gracias a la inteligencia artificial lograron pasar el ano y yo tambien doy gracias a chat gpt y a otras aplicaciones,7/1/2026,0
Facebook,"pero para copiar deberes, no para desarrollar nuevas tecnologias. Me preocupa mucho que los estudiantes pierdan la capacidad de razonamiento logico.",7/2/2026,0
Facebook,la mayoria de profesores la usan para el diseno de las tareas. incluso en los enunciados de los tareas suele ir por accidente parte de la chat con chatgpt,7/3/2026,0
Facebook,puro copia y pega y nada de razonamiento Me preocupa mucho que los estudiantes pierdan la capacidad de razonamiento logico.,7/4/2026,0
Facebook,integrar la inteligencia artificial en el aula preparara mejor a los universitarios para el mercado laboral actual segun mi experiencia,7/4/2026,0
Facebook,los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial segun mi experiencia,7/4/2026,2
Facebook,"es una tecnologia en transicion, nos toca adaptarnos pero manteniendo siempre un pensamiento critico",7/5/2026,0
Facebook,"me gustaria ver plataformas educativas hechas en ecuador con ia integrada Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/6/2026,0
Facebook,"muchos aprueban materias copiando todo, lo cual devalua el esfuerzo de los estudiantes que si investigan en la actualidad",7/6/2026,1
Facebook,"chatgpt me salvo el semestre en programacion, la verdad explica mejor que el docente",7/6/2026,2
Facebook,muchos estudiantes se estan volviendo perezosos por culpa de estas herramientas,7/6/2026,0
Facebook,las universidades deben implementar normativas claras sobre el uso etico de estas herramientas tecnologicas segun mi experiencia,7/7/2026,0
Facebook,"de acuerdo con el estudio, el 60 de los estudiantes usa estas herramientas para aclarar dudas, el 51 para corregir o editar textos y el 48 para resolver tareas escolares directamente.",7/7/2026,0
Facebook,definitivamente la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales,7/8/2026,1
Facebook,definitivamente la universidad de guayaquil deberia actualizar su malla curricular e incluir estas nuevas tecnologias,7/8/2026,2
Facebook,"la universidad tecnica de manabi ya tiene grupos de investigacion sobre esto Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/8/2026,0
Facebook,el impacto de la inteligencia artificial en la educacion superior es innegable,7/8/2026,0
Facebook,"definitivamente es una maravilla para sintetizar articulos cientificos extensos, ahorrando tiempo valioso en la investigacion",7/8/2026,2
Facebook,las universidades deben implementar normativas claras sobre el uso etico de estas herramientas tecnologicas en la actualidad,7/8/2026,0
Facebook,la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales segun mi experiencia,7/9/2026,1
Facebook,"si considero que es una herramienta que debe usarse sin abusar, aprendiendo y no solo copiando segun mi experiencia",7/9/2026,2
Facebook,por eso estamos como estamos con gente que ya no razona por si misma sino que le ayudan a pensar...un claro ejemplo daniel noboa azin Es una herramienta indispensable hoy en dia para estructurar proyectos complejos.,7/9/2026,2
Facebook,"si no sabes usar inteligencia artificial te vas a quedar atras en el mercado laboral Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/10/2026,0
Facebook,"ya no usan el cerebro para pensar, solo sus manos para copiar. Me preocupa mucho que los estudiantes pierdan la capacidad de razonamiento logico.",7/10/2026,0
Facebook,estoy aprendiendo machine learning porque veo que es el futuro de mi carrera,7/10/2026,2
Facebook,"y son los mismos que ahora se andas postalando para alcaldes por adn a donde mierda va a parar mi pais Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/10/2026,0
Facebook,"si considero que es una herramienta que debe usarse sin abusar, aprendiendo y no solo copiando en la actualidad",7/12/2026,2
Facebook,"definitivamente muchos aprueban materias copiando todo, lo cual devalua el esfuerzo de los estudiantes que si investigan",7/13/2026,1
Facebook,los profesores deberian ensenarnos a usar la ia de forma etica en lugar de prohibirla Esto fomenta el facilismo en la educacion superior.,7/13/2026,1
Facebook,yo uso ia si se las respuestas mas que esos que estudiaron tantos anos en la universidad .,7/14/2026,0
Facebook,el resultado de que importe mas una nota que el conocimiento que adquiere el estudiante,7/14/2026,0
Facebook,copia y pega hoy en dia hasta los maestros les dan las paginas donde busquen informacion para que copien y peguen ya estan los trabajos hechos Me preocupa mucho que los estudiantes pierdan la capacidad de razonamiento logico.,7/15/2026,0
Facebook,"definitivamente es perjudicial cuando los alumnos usan chatgpt para evitar pensar, perdiendo habilidades criticas para su carrera",7/16/2026,0
Facebook,"j ya que los profesores no explican bien, toca acudir ala inteligencia artificial y asi poder entender de una manera muy factible y eficaz, por que hay docentes que explican bien para algunos estudiantes y otros no, y eso es el problema en algunas, hay que sacar provecho del provecho de lo que nos ofrece la vida. algunas examenes me va bien cuando me preparo de esta forma. eso es sacarle provecho.",7/16/2026,0
Facebook,en la universidad central ya prohibieron usar chatgpt en las pruebas virtuales,7/16/2026,0
Facebook,"definitivamente utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia",7/16/2026,2
Facebook,"definitivamente el problema no es la tecnologia, es la falta de etica academica de algunos estudiantes al presentar trabajos",7/17/2026,1
Facebook,la ia es un excelente apoyo para entender algoritmos complejos de programacion a bajo nivel,7/17/2026,2
Facebook,los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial en la actualidad,7/17/2026,2
Facebook,definitivamente los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial,7/18/2026,2
Facebook,"el otro 36 en cambio no hacen los deberes. Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/18/2026,0
Facebook,"nota hecha con inteligencia artificial . poca broma, creo que los unicos que no usan son los que no tienen acceso a un dispositivo o francamente no la conocen",7/19/2026,0
Facebook,la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales en la actualidad,7/20/2026,1
Facebook,"y luego d que se graduan no saben nada Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/21/2026,0
Facebook,"utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia segun mi experiencia",7/21/2026,2
Facebook,la educacion virtual con apoyo de ia seria la solucion para muchos que trabajamos,7/21/2026,2
Facebook,definitivamente la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales,7/21/2026,1
Facebook,definitivamente me parece injusto que el sistema de evaluacion no distinga entre quien razona y quien solo genera texto automatico,7/22/2026,1
Facebook,pero si los mismos profesores crean tareas con la ia j,7/22/2026,0
Facebook,los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial segun mi experiencia,7/23/2026,2
Facebook,los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial en la actualidad,7/23/2026,2
Facebook,definitivamente las universidades deben implementar normativas claras sobre el uso etico de estas herramientas tecnologicas,7/23/2026,0
Facebook,"es una maravilla para sintetizar articulos cientificos extensos, ahorrando tiempo valioso en la investigacion segun mi experiencia",7/25/2026,2
Facebook,¿donde esta lo malo? no creen que es mejor orientar a los estudiantes en la etica en el uso de ia.,7/25/2026,1
Facebook,"no se puede prohibir el uso de las tecnologias, se debe orientar el uso etico de las mismas.",7/26/2026,0
Facebook,las universidades deben implementar normativas claras sobre el uso etico de estas herramientas tecnologicas segun mi experiencia,7/26/2026,0
Facebook,la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales segun mi experiencia,7/26/2026,1
Facebook,"la ia es un excelente apoyo para comprender temas dificiles, pero la logica y el razonamiento deben ser propios segun mi experiencia",7/26/2026,2
Facebook,me parece injusto que el sistema de evaluacion no distinga entre quien razona y quien solo genera texto automatico segun mi experiencia,7/26/2026,1
Facebook,"tecnologia cifras ecuador, la mayoria de los estudiantes ya utiliza inteligencia artificial en sus actividades academicas y ocho de cada diez lo hace al menos una vez por semana, segun un informe global de pearson elaborado con la opinion de mas de 1.000 docentes de colegios, institutos y universidades de distintos paises. de acuerdo con el estudio, el 60 de los estudiantes usa estas herramientas para aclarar dudas, el 51 para corregir o editar textos y el 48 para resolver tareas escolares directamente. para mas detalles visita httpswww.expresatems.com",7/27/2026,2
Facebook,"definitivamente si considero que es una herramienta que debe usarse sin abusar, aprendiendo y no solo copiando",7/27/2026,2
Facebook,me parece injusto que el sistema de evaluacion no distinga entre quien razona y quien solo genera texto automatico en la actualidad,7/27/2026,1
Facebook,"por eso los talleres y tareas deben hacerse dentro de aula de clase Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/27/2026,0
Facebook,"los docentes tienen que actualizarse, muchos ni siquiera saben que es chatgpt",7/27/2026,0
Facebook,"la ia es un excelente apoyo para comprender temas dificiles, pero la logica y el razonamiento deben ser propios en la actualidad",7/28/2026,2
Facebook,la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales en la actualidad,7/28/2026,1
Facebook,la universidad de guayaquil deberia actualizar su malla curricular e incluir estas nuevas tecnologias segun mi experiencia,7/29/2026,2
Facebook,"muchos aprueban materias copiando todo, lo cual devalua el esfuerzo de los estudiantes que si investigan segun mi experiencia",7/29/2026,1
Facebook,"ya deben entrar de lleno en esta nueva tecnologia los estudiantes y profesores, el futuro ya esta aqui Definitivamente la IA optimiza el tiempo de estudio y permite enfocarse en el analisis critico.",7/29/2026,2
Facebook,"me parece injusto que algunos saquen buenas notas solo por saber pedirle cosas a la ia Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",7/30/2026,1
Facebook,el debate deberia centrarse en como cambiar los metodos de evaluacion mas que en prohibir la tecnologia,7/31/2026,0
Facebook,y que porcentaje de profesores sabe usarla para guiar a los estudiantes.,7/31/2026,0
Facebook,"deberian incluir la ia en la ensenanza tambien, como usarla, que limites tiene por que la ia no puede hacer todo, aun esta en fase de aprendizaje y necesita de material en internet del que alimentarse para tomar de referencia, aun no puede crear cosas originales, que los chicos sepan lo que es derechos de autoria, todo eso puede ser parte de una clase",7/31/2026,0
Facebook,integrar la inteligencia artificial en el aula preparara mejor a los universitarios para el mercado laboral actual en la actualidad,6/3/2026,0
Facebook,el problema de abusar de la inteligencia artificial es que te genera un codigo espagueti que luego nadie entiende,6/3/2026,0
Facebook,"el problema no es la tecnologia, es la falta de etica academica de algunos estudiantes al presentar trabajos segun mi experiencia",6/3/2026,1
Facebook,"utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia en la actualidad",6/3/2026,2
Facebook,definitivamente la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales,6/3/2026,1
Facebook,"deberian dar licencias de github copilot a todos los estudiantes de ingenieria, es el futuro",6/3/2026,2
Facebook,"el problema no es la tecnologia, es la falta de etica academica de algunos estudiantes al presentar trabajos en la actualidad",6/3/2026,1
Facebook,"prohibir su uso es imposible, pero el plagio descarado me parece una falta de respeto al docente",6/4/2026,1
Facebook,"muchos aprueban materias copiando todo, lo cual devalua el esfuerzo de los estudiantes que si investigan en la actualidad",6/4/2026,1
Facebook,"definitivamente muchos aprueban materias copiando todo, lo cual devalua el esfuerzo de los estudiantes que si investigan",6/4/2026,1
Facebook,no pasa nada yo me aliara con chatgpt en la educacion creando mejores filtros para detectar si el trabajo es del estudiante o es generado y preguntarle si sabe respecto del tema como tal,6/4/2026,0
Facebook,"la tecnologia debe ser un apoyo, no un reemplazo del esfuerzo del estudiante",6/5/2026,2
Facebook,la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales segun mi experiencia,6/6/2026,1
Facebook,la ia es un salto gigantesco y la educacion se tiene que acoplar a ello.,6/8/2026,0
Facebook,"es perjudicial cuando los alumnos usan chatgpt para evitar pensar, perdiendo habilidades criticas para su carrera segun mi experiencia",6/8/2026,0
Facebook,la inteligencia artificial deberia ser una materia obligatoria en todas las carreras de ingenieria,6/8/2026,0
Facebook,"es indispensable hoy en dia, los que saben integrar ia en sus desarrollos tendran mejores oportunidades",6/10/2026,0
Facebook,"es una maravilla para sintetizar articulos cientificos extensos, ahorrando tiempo valioso en la investigacion en la actualidad",6/10/2026,2
Facebook,la universidad de guayaquil deberia actualizar su malla curricular e incluir estas nuevas tecnologias en la actualidad,6/10/2026,2
Facebook,las universidades deben implementar normativas claras sobre el uso etico de estas herramientas tecnologicas en la actualidad,6/11/2026,0
Facebook,"a mi con 6 de ia ya tengo 3 en la tarea mi universidad exagera vuelta Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",6/11/2026,0
Facebook,"si ahora algunos licenciados ni siquiera dan la clase por esa razon nos toca buscar al la ia eso nos ayuda a ver el tema de que se trata ,en los semipresencial nos ayuda de mucho.",6/11/2026,2
Facebook,la ia es buena tienen que ensenarle a investigar y leer,6/12/2026,0
Facebook,la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales en la actualidad,6/13/2026,1
TikTok,"que manera, dejan la inteligencia artificial tranquila a los estudiantes y docentes nos sirve de mucho y ahorra tiempo!",6/13/2026,0
TikTok,definitivamente me parece injusto que el sistema de evaluacion no distinga entre quien razona y quien solo genera texto automatico,6/14/2026,1
TikTok,"en mi universidad, cuando nos mandan a consultar debe ser netamente de articulos cientificos, ia no vale aqui",6/15/2026,0
TikTok,"definitivamente utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia",6/15/2026,2
TikTok,"definitivamente es una maravilla para sintetizar articulos cientificos extensos, ahorrando tiempo valioso en la investigacion",6/16/2026,2
TikTok,"definitivamente el problema no es la tecnologia, es la falta de etica academica de algunos estudiantes al presentar trabajos",6/17/2026,1
TikTok,definitivamente los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial,6/18/2026,2
TikTok,"es perjudicial cuando los alumnos usan chatgpt para evitar pensar, perdiendo habilidades criticas para su carrera en la actualidad",6/18/2026,0
TikTok,cuando se invento la calculadora tambien decian que era hacer trampa Me preocupa mucho que los estudiantes pierdan la capacidad de razonamiento logico.,6/19/2026,1
TikTok,"en una educacion donde el profesional peor pagado es el docente, lo que menos se puede esperar es una educacion de calidad",6/20/2026,0
TikTok,es increible como la inteligencia artificial puede resumir un pdf de 100 paginas en segundos Es una herramienta indispensable hoy en dia para estructurar proyectos complejos.,6/20/2026,2
TikTok,los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial segun mi experiencia,6/22/2026,2
TikTok,me parece injusto que el sistema de evaluacion no distinga entre quien razona y quien solo genera texto automatico segun mi experiencia,6/22/2026,1
TikTok,"en mi tiempo te mandaban a leer un poco de libros para hacer los deberes... Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",6/23/2026,0
TikTok,los docentes deberian ensenar a formular prompts efectivos en lugar de prohibir el uso de la inteligencia artificial en la actualidad,6/23/2026,2
TikTok,la inteligencia artificial me ayudo a prepararme para el examen de ingreso,6/23/2026,0
TikTok,"es una maravilla para sintetizar articulos cientificos extensos, ahorrando tiempo valioso en la investigacion segun mi experiencia",6/24/2026,2
TikTok,"utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia segun mi experiencia",6/24/2026,2
TikTok,"utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia en la actualidad",6/24/2026,2
TikTok,"mi profesor tambien usa para hacer las tareas Es una tecnologia nueva, todavia estamos evaluando su verdadero impacto.",6/24/2026,0
TikTok,"hacer trampa ahora es mas facil, pero a la larga el perjudicado es el estudiante",6/26/2026,1
TikTok,definitivamente la dependencia excesiva a estas herramientas puede generar profesionales incapaces de resolver problemas reales,6/26/2026,1
TikTok,"los trabajos se deben hacer en tiempo real para que sean aplicables y la ia podria ser una guia, resulta que muchas veces los profesores no saben explicar bien al estudiante y por eso recurre a la tecnologia, entonces si le envias a investigar y con eso lo pones en practica donde puedas evaluar el nivel conocimiento podras darte cuenta quien si investigo y esta interesado en avanzar, ejemplo vamos a trabajar en la tabla periodica, mediante maquetas hechas por ellos mismo en las aulas, revisando la informacion y luego exponiendo la asimilacion de la informacion, casa los enviaria a reforzar lo aprendido. asi la ia te de masticado, tu en clases le ensenazas a buscar la bibliografia del contenido y veracidad del mismo.",6/26/2026,0
TikTok,"es una maravilla para sintetizar articulos cientificos extensos, ahorrando tiempo valioso en la investigacion en la actualidad",6/27/2026,2
TikTok,muchos aprueban materias de desarrollo web solo pidiendole a la maquina que les arme toda la pagina,6/28/2026,0
TikTok,me parece injusto que el sistema de evaluacion no distinga entre quien razona y quien solo genera texto automatico en la actualidad,6/28/2026,1
TikTok,osea no es malo la ia lo preocupante es que ya ni siquiera quieran aprender lo que consultan a la ia Me preocupa mucho que los estudiantes pierdan la capacidad de razonamiento logico.,6/28/2026,1
TikTok,"en nuestra universidad ha dicho que se use como guia pero no se puede hacer solo copia, y para eso todo trabajo es pasado por plagio",6/28/2026,1
TikTok,definitivamente me parece injusto que el sistema de evaluacion no distinga entre quien razona y quien solo genera texto automatico,6/29/2026,1
TikTok,"ni tan buena ni tan mala, simplemente es una herramienta mas que tenemos que aprender a manejar",6/29/2026,0
TikTok,los de la universidad dicen que no quieren trabajos con ia pero como lo detectan con otra ia....no deberian pelear con la ia es la peor estupidez...lo malo es copiar y pegar...pero la ahi sabiendolo usar es una buena herramienta...ahorra tiempo y es precesisa...,6/29/2026,1
TikTok,"muchos aprueban materias copiando todo, lo cual devalua el esfuerzo de los estudiantes que si investigan segun mi experiencia",6/30/2026,1
TikTok,definitivamente las universidades deben implementar normativas claras sobre el uso etico de estas herramientas tecnologicas,6/30/2026,0
TikTok,"definitivamente utilizo estas plataformas para mejorar mi redaccion y estructurar mis proyectos, es muy util si se usa como guia",6/30/2026,2
TikTok,"dejen en paz a los estudiantes, estos buscan la manera como joder a los estudiantes ...",6/30/2026,0
TikTok,"si considero que es una herramienta que debe usarse sin abusar, aprendiendo y no solo copiando segun mi experiencia",7/1/2026,2
TikTok,"copiar y pegar de la ia no te hace aprender nada, solo te enganas a ti mismo como estudiante en la actualidad",7/2/2026,1
TikTok,usar inteligencia artificial no es trampa si la usas como asistente y no para que haga todo,7/3/2026,1
TikTok,"mientras no sustituya el proceso de aprendizaje, me parece una adicion interesante a las aulas",7/3/2026,0
